element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,name,tourism,geometry,phone,website,wheelchair,heritage,heritage:operator,name:zh,opening_hours,ref:whc,description,name:de,level,wikidata,wikipedia,source,source:date,url,contact:phone,name:en,name:hr,name:hu,operator,access,barrier,historic,inscription,memorial,email,note,survey:date,nodes,building,alt_name,contact:website,fixme,museum,building:levels,man_made,fee,roof:levels,contact:facebook,roof:shape,ownership,addr:conscriptionnumber,charge,name:it,addr:country,is_in,architect,architect:wikipedia,castle_type,facebook,height,ways,archaeological_site,site_type,type,dog,payment:debit_cards,addr:housename,toilets,leisure,tower:type,toilets:wheelchair,building:part,ele,material,observatory:type,roof:colour,roof:height,telescope:type,roof:material,contact:email,description:hu,name:sk,start_date,opening_hours:covid19,contact:instagram,addr:place,addr:suburb,source:addr,check_date:opening_hours,image,denomination,religion,location,url:utisugo,addr:province,historic:man_made,free_refill,name:ru,contact:website:en,layer,wheelchair:description,contact:mobile,official_name,name:es,name:ja,bunker_type,name:nl,phone:mobile,ref,alt_name:en,name:la,ref:HU:vatin,ref:vatin,short_name,operator:en,old_addr:housenumber,old_addr:street,ruins,attraction,addr:floor,historic:civilization,historic:period,addr:district,amenity,description:en,contact:twitter,contact:youtube,operator:type,name:pt,old_name,landuse,name:fr,name:sl,name:sw,contact:fax,post_box,abandoned:military,name:sr,wikimedia_commons,building:colour,name:he,area,url:tuhu,mapillary,loc_name,building:use,denotation,int_name,disused:amenity,food,smoking,name:cs,name:ko,name:pl,name:sv,payment:credit_cards,toilets:access,stop_date,field,payment:cash,opening_hours:signed,exhibit,mobile,payment:american_express,payment:maestro,payment:mastercard,payment:visa,payment:visa_electron,addr:interpolation,internet_access,addr:hamlet,description:fr,description:nl,description:zh,addr:subdistrict,museum_type,demolished:museum,operator:addr,url:geocaching.hu,air_conditioning,source:start_date,building:material,fence_type,description:de,wheelchair:description:en,fax,name:ro,craft,note:hu,note:en,payment:coins,postal_code,community_centre,internet_access:ssid,community_centre:for,note:de,operator:de,source:geometry,office,Endre,url:2,check_date,building_1,name:si
node,9922088712,,,,,Hadtörténeti múzeum,museum,POINT (18.5824091 45.94406),+ 36 30 140 3810,http://nagynyarad.hu/hadtorteneti-muzeum-2,,,,,,,,,,,,,,,,,,,,,,,,,polgarmester@nagynyarad.hu,Nyitva: előzetes bejelentés alapján,2022-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38666416,Pécs,11,7621,Janus Pannonius utca,Csontváry Múzeum,museum,"POLYGON ((18.2248069 46.0774672, 18.2253391 46.0774819, 18.2253519 46.0772588, 18.2248197 46.0772442, 18.2248147 46.0773318, 18.2248069 46.0774672))",,https://jpm.hu/index.php?m=1&s=2&id=34,,,,琼特瓦里博物馆,Tu-Su 10:00-18:00,,,,,Q874325,hu:Csontváry Múzeum,,,,,,,,,,,,,,,,,"[457947937, 457947951, 457947952, 457947953, 2616330242, 457947937]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38666641,Pécs,3,7621,Káptalan utca,,museum,"POLYGON ((18.226883 46.0784859, 18.2270271 46.0785168, 18.2268858 46.0788335, 18.2267866 46.0788122, 18.2267418 46.0788026, 18.226883 46.0784859))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[457950440, 457950441, 457950442, 6486017396, 457950443, 457950440]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,143853860,Pécs,2,7623,Szabadság út,Természettudományi Múzeum,museum,"POLYGON ((18.2244849 46.0722784, 18.2244854 46.0723783, 18.2244855 46.0723901, 18.2243435 46.0724422, 18.224216 46.0724836, 18.2241685 46.0723704, 18.2241384 46.0722198, 18.2241291 46.0721484, 18.2241235 46.0721164, 18.2242471 46.0721083, 18.2242554 46.0721615, 18.2242877 46.0723681, 18.2243578 46.0723519, 18.2243569 46.0723291, 18.2243549 46.0722783, 18.2244849 46.0722784))",,https://pecsimuzeumok.hu/index.php?m=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1574147841, 3928671915, 1574147860, 1574147889, 1574147893, 1574147864, 1574147813, 1574147783, 1574147763, 1574147768, 6509063579, 1574147854, 1574147847, 6509063578, 1574147836, 1574147841]",yes,Janus Pannonius Múzeum Természettudományi Múzeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204662559,,,,,Püspöki magtár és pince,museum,"POLYGON ((18.2226771 46.0787878, 18.2222108 46.0787497, 18.2221561 46.0787453, 18.2221286 46.0789078, 18.2226495 46.0789503, 18.2226573 46.0789042, 18.2226771 46.0787878))",,,,,,,,,Valamint kávézó.,,,,,,,,,,,,,,,,,,,,,"[2146525346, 6370797430, 2146525343, 2146525350, 2146525351, 6370797429, 2146525346]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,255573376,,,,,Janus Pannonius Múzeum,museum,"POLYGON ((18.2258654 46.0785323, 18.2258248 46.0785266, 18.2258021 46.0785234, 18.2253959 46.0784664, 18.2254272 46.0783591, 18.2258967 46.0784251, 18.2258654 46.0785323))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2612540768, 6485776389, 6485776391, 2612540765, 2612540763, 2612540764, 2612540768]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,255573377,,,,,Schaár Erzsébet: „Utca” szoborkiállítás,museum,"POLYGON ((18.2261734 46.0785249, 18.2261853 46.0781802, 18.2260126 46.0781773, 18.2260102 46.0782482, 18.2260423 46.0782487, 18.2260328 46.0785226, 18.2261734 46.0785249))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2612540767, 2612540753, 2612540752, 2612540754, 2612540755, 2612540766, 2612540767]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,255573378,,,,,,museum,"POLYGON ((18.2266266 46.0782903, 18.2267892 46.0782976, 18.2269497 46.0783049, 18.2269343 46.0783741, 18.2268233 46.0783683, 18.2266386 46.078779, 18.2265922 46.0787689, 18.2265501 46.0787597, 18.2265587 46.078729, 18.2266874 46.0784255, 18.2267104 46.0783647, 18.2266149 46.0783618, 18.2266266 46.0782903))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2612540756, 7257922445, 2612540757, 2612540762, 2612540760, 2612540770, 6486017397, 2612540769, 6858741963, 6858741966, 2612540759, 2612540758, 2612540756]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,275345555,,,,,Középkori egyetem,museum,"POLYGON ((18.2235428 46.0789941, 18.223545 46.0789225, 18.2234606 46.0789212, 18.2234629 46.0788701, 18.2236368 46.0788741, 18.224022 46.078883, 18.2240134 46.0790011, 18.2235428 46.0789941))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2799875927, 6368160922, 6368160921, 6368160920, 6370797451, 2799875929, 2799875930, 2799875927]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285240452,Pécs,39,7629,Zsolnay Vilmos utca,Gyugyi gyűjtemény,museum,"POLYGON ((18.2486988 46.0779126, 18.2482918 46.0777902, 18.2482676 46.0778289, 18.2481649 46.077798, 18.2481186 46.0778721, 18.2482193 46.0779024, 18.2482386 46.0778715, 18.2483516 46.0779055, 18.2482998 46.0779883, 18.248453 46.0780343, 18.2484803 46.0779907, 18.2486231 46.0780337, 18.2486988 46.0779126))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2889235215, 2889235082, 2889235091, 2889235083, 2889235203, 2889235212, 2889235202, 2889235213, 2889235236, 2889235252, 2889235238, 2889235251, 2889235215]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327985329,Pécs,8,7621,Káptalan utca,Dóm múzeum,museum,"POLYGON ((18.2243429 46.0784951, 18.2243516 46.0784446, 18.224384 46.0782575, 18.2245434 46.0783098, 18.2245376 46.0783644, 18.2245137 46.0785139, 18.2243429 46.0784951))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3348021172, 8892972246, 3348021173, 3348021174, 6485776442, 3348021175, 3348021172]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327985330,Pécs,6,7621,Káptalan utca,Püspöki Kincstár,museum,"POLYGON ((18.2245583 46.0784749, 18.2246119 46.0783952, 18.2246465 46.0783437, 18.2248372 46.0784064, 18.2248673 46.0784162, 18.2249675 46.0784498, 18.2249987 46.0784594, 18.2249114 46.0785892, 18.2245583 46.0784749))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3348021176, 6485776443, 3348021177, 6485776438, 6485776435, 6485776318, 3348021178, 3348021179, 3348021176]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,593887633,,,,,Vad és Vadászati Múzeum,museum,"POLYGON ((18.2962122 45.8510853, 18.295975 45.8509338, 18.2960107 45.8509067, 18.2961028 45.8509655, 18.2962042 45.8508885, 18.2961458 45.8508512, 18.2962641 45.8507613, 18.2964676 45.8508913, 18.2962122 45.8510853))",,,,,,,,,,,,,,survey;FÖMI ortofotó 2005,,,,,,,,,,,,,,,,"[5664514241, 5664514240, 5664514331, 5664513922, 5664500032, 5664514330, 5664514329, 5664514328, 5664514241]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,338170871,Dombóvár,,,Dália utca,Fekete István Múzeum,museum,POINT (18.1294756 46.3835331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1483308532,,,,,Míves Tojás Múzeum,museum,POINT (18.4298479 46.1723186),,https://www.tojasmuzeum.hu/,,,,,,,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1483308591,,,,,Szalma-kincstár,museum,POINT (18.4301652 46.172414),,https://szalmakincstar.hu/,,,,,,,"Szalma-kincstár muzeális gyűjtemény. 27 ország szalmafonó művészete, több száz kultikus, használati és dísztárgy. Tel: 06/72-465-316. Nyitva (márc.15-okt.-31 = 10-18óra), (nov1-márc.14 = 10-15óra)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2736447111,Sásd,4,7370,Dózsa György utca,Sásdi Történeti Téka,museum,POINT (18.1065615 46.252188),,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3413206754,,,,,Német tájház,museum,POINT (18.52939 46.22088),,,,,,,,,,,,,,turistautak.hu,,http://turistautak.hu/poi.php?id=65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3440812076,,,,,Denevér Múzeum,museum,POINT (18.1158365 46.1367901),,,,,,,,,,,,,,turistautak.hu,2015-01-12,http://turistautak.hu/poi.php?id=73974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3458289109,,,,,Borbála Hídépítő-Bányász Emlékpark,museum,POINT (18.248745 46.21173),,,,,,,,,,,,,,turistautak.hu,2011-09-08,http://turistautak.hu/poi.php?id=115218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3458289115,,,,,Bányászati Múzeum,museum,POINT (18.383368 46.271928),,,,,,,Tu 09:00-11:00; PH closed,,,,,,,turistautak.hu,2013-09-17,http://turistautak.hu/poi.php?id=159501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3458289150,,,,,Istálló Múzeum,museum,POINT (18.319467 46.267),,,,,,,,,,,,,,turistautak.hu,2011-09-08,http://turistautak.hu/poi.php?id=121921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3464278634,,,,,Kigyós Sándor kiállítás,museum,POINT (18.4121018 46.1598879),,,,,,,,,,,,,,turistautak.hu,2015-01-12,http://turistautak.hu/poi.php?id=149416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3464278661,,,,,Nagypalli Pince-Galéria,museum,POINT (18.451 46.147944),,,,,,,"Mo-Tu, Th-Su 13:00-17:00",,,,,,,turistautak.hu,2011-09-08,http://turistautak.hu/poi.php?id=95021,,,,,,,,,,,,,,,,,http://pincegaleria.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3464278687,Hidas,111,7696,Kossuth Lajos utca,Tájház,museum,POINT (18.501934 46.261269),,,,,,,,,"Kossuth u. 111. Lakóház, népi. Tájház.",,,,,turistautak.hu,2013-06-20,http://turistautak.hu/poi.php?id=155165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3465769310,,,,,Sáfrány Géza Fazekasmúzeum,museum,POINT (17.999332 46.205821),,,,,,,,,,,,,,turistautak.hu,2008-05-21,http://turistautak.hu/poi.php?id=14562,,,,,,,,,,,,,,,,,,resurvey (source was old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3468035553,,,,,Iskolamúzeum,museum,POINT (18.524608 46.298189),,,,,,,,,,,,,,turistautak.hu,2013-11-05,http://turistautak.hu/poi.php?id=161802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3468036609,,,,,Tájház,museum,POINT (18.456551 46.412632),,,,,,,,,,,,,,turistautak.hu,2012-10-14,http://turistautak.hu/poi.php?id=120010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3468036610,,,,,Tűzoltó Múzeum,museum,POINT (18.530513 46.2981557),,,,,,,,,,,,,,turistautak.hu,2013-11-05,http://turistautak.hu/poi.php?id=161805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3468036618,,,,,Váraljai Bányászmúzeum,museum,POINT (18.42173 46.2568),,,,,,,,,,,,,,turistautak.hu,2015-01-12,http://turistautak.hu/poi.php?id=962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4413856472,,,,,Dombóvári Tegulárium,museum,POINT (18.1367782 46.3633166),+36 30 610 6848,,no,,,,,,,,,,,,,,,,,,Őri Nándor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9812757102,,,,,Vasúttörténeti Múzeum,museum,POINT (18.1488546 46.3713324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10554622716,Zengővárkony,6,7720,Kossuth Lajos utca,Tájház,museum,POINT (18.4303476 46.1724481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,249735517,Óbánya,68,7695,Fő utca,Fazekas-kiállítás és Helytörténeti Gyűjtemény,museum,"POLYGON ((18.4109026 46.2207663, 18.4107417 46.220629, 18.4108275 46.2205854, 18.4109791 46.2207246, 18.4109026 46.2207663))",+36 72 463 494;+36 30 348 4230,,no,,,,,,,,,,,,,,,,,,,,,,,,,"Látogatható: előzetes bejelentkezéssel, +36 72 463 494, +36 30 348 42 30",,"[2563021956, 2563021957, 2563021958, 2563021959, 2563021956]",house,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299803076,Alsómocsolád,,7345,Kossuth utca,Interaktív Tárház,museum,"POLYGON ((18.2439327 46.3150337, 18.2439494 46.3150485, 18.2439579 46.3150664, 18.2441861 46.3150643, 18.2441876 46.3151459, 18.2439078 46.3151429, 18.2439054 46.3151259, 18.2438786 46.315129, 18.2438538 46.3151261, 18.2438316 46.315118, 18.2438142 46.3151055, 18.2438033 46.3150898, 18.2438 46.3150726, 18.2438047 46.3150556, 18.2438169 46.3150404, 18.2438353 46.3150286, 18.2438582 46.3150214, 18.2438832 46.3150195, 18.2439097 46.3150236, 18.2439327 46.3150337))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3038866417, 3038866418, 3038866419, 3038866420, 3038866421, 3038866422, 3038866423, 3038866405, 3038866406, 3038866409, 3038866410, 3038866411, 3038866412, 3038866413, 3038866414, 3038866415, 3038866416, 3038866407, 3038866408, 3038866417]",school,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329820237,,,,,Emléktorony,museum,"POLYGON ((18.1367592 46.3632233, 18.1368624 46.3632626, 18.1367903 46.3633527, 18.1366871 46.3633134, 18.1367592 46.3632233))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3367660292, 3367662293, 3367662294, 3367662295, 3367660292]",,,,,,,tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337008974,,,,,Német Nemzetiségi tájház,museum,"POLYGON ((18.4629498 46.2823382, 18.4629308 46.2822613, 18.4631711 46.2822329, 18.4631755 46.2822506, 18.4632267 46.2822445, 18.4632298 46.2822573, 18.4633394 46.2822444, 18.4633509 46.2822909, 18.4629498 46.2823382))",,,,,,,,,,,,,,bing,,,,,,,Nagymányoki Német Nemzetiségi Önkormányzat,,,,,,,,,"[3441038938, 3441038936, 3441038931, 3441038934, 3441038933, 3441038935, 3441038932, 3441038937, 3441038938]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
