element_type,osmid,name,tourism,geometry,source,addr:city,addr:housenumber,addr:postcode,addr:street,website,wikidata,wikipedia,addr:country,nodes,fee,highway,inscription,layer,lit,opening_hours,start_date,surface,tunnel,building,note,email,phone,shop,contact:phone,source:wheelchair,wheelchair,wheelchair:description,level,air_conditioning,facebook,name:de,name:en,name:es,name:hu,name:it,name:ru,name:zh,operator,barrier,amenity,fax,club,disused:addr:city,disused:addr:country,disused:addr:housenumber,disused:addr:postcode,disused:addr:street,disused:amenity,flickr,internet_access,internet_access:ssid,short_name,chip_scanner,toilets:wheelchair,name:pl,cuisine,contact:facebook,contact:website,description,dog,free_refill,owncup,owncup:discount,alt_name,capacity,contact:email,official_name,official_name:en,ref:google,contact:foursquare,historic,url,name:cs,name:da,name:el,name:fi,name:fr,name:hr,name:ie,name:ja,name:la,name:nl,name:no,name:pt,name:ro,name:se,name:sk,name:sl,name:sr,name:uk,is_in:city,is_in:country,contact:tripadvisor,check_date:opening_hours,artwork_type,indoor,leisure,source:geometry,building:levels,int_name,old_name,architect,building:colour,building:material,roof:colour,roof:levels,roof:material,roof:shape,wikipedia:hu,architect:wikipedia,contact:fax,office,source:start_date,ways,type,heritage,source:date,addr:subdistrict,loc_name,fixme,opening_hours:signed,operator:type,charge,mobile
relation,3251841,Aranytíz Kultúrház,gallery,"POLYGON ((19.0478637 47.5021775, 19.0480455 47.5021959, 19.0480593 47.5021281, 19.0481861 47.5021399, 19.048172 47.5022087, 19.0483593 47.5022277, 19.0484027 47.5020276, 19.0479042 47.5019807, 19.0478637 47.5021775))",,Budapest,10,1051,Arany János utca,http://aranytiz.hu/,,,,"[[[260884334, 260884340], [260884338, 260884336, 260884334], [260884335, 260884338], [260884341, 260884335], [260884340, 1649336130, 1649336132, 260884341]]]",,,,,,Mo-Fr 09:00-19:00,,,,yes,,aranytiz@aranytiz.hu,+36 1 354 3400,,,,,,,,https://www.facebook.com/aranytiz.kulturhaz,,,,,,,,,,community_centre,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[241003296, 241003307, 241003301, 24052579, 241003309]",multipolygon,,,,,,,,,
relation,3470782,Magyar Képzőművészeti Egyetem,gallery,"POLYGON ((19.0678246 47.5070923, 19.0677619 47.5071399, 19.0676622 47.50708, 19.0675507 47.507013, 19.0676103 47.5069678, 19.0674268 47.5068575, 19.0673765 47.5068272, 19.0673606 47.5068393, 19.0672607 47.5067793, 19.0672308 47.5068021, 19.0670962 47.5069042, 19.0670688 47.506925, 19.0668482 47.5070908, 19.0667149 47.5071936, 19.0669555 47.5073382, 19.0672207 47.5074976, 19.0673641 47.5075838, 19.0679289 47.507155, 19.0678246 47.5070923), (19.0674709 47.5070569, 19.0675938 47.5071307, 19.0673403 47.5073231, 19.0672175 47.5072492, 19.0674709 47.5070569))",,Budapest,69-71,1062,Andrássy út,http://mke.hu/,Q844153,hu:Magyar Képzőművészeti Egyetem,,"[[[2639411479, 2639411482, 6440108944, 6440108942, 275495786, 2864465506, 275495788, 2639411462, 2639411438, 2639411425, 2639411452, 2639411449, 2639411455, 2639411467, 2639411468, 2639411474, 2639411478, 2639411476, 2639411479], [2639411480, 2639411472, 2639411477, 2639411481, 2639411480]]]",,,,,,Mo-Su 10:00-18:00,,,,university,,info@mke.hu,+36 1 342 1738,,,,no,,,,,,Hungarian University of Fine Arts,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[258607969, 258607980]",multipolygon,2,,,,,,,,
node,5227045915,Mindenki Galériája,gallery,POINT (18.7228639 47.3251317),,Kajászó,80,2472,Rákóczi utca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4193520366,Szerbtemplom Galéria,gallery,POINT (19.2943216 48.0795474),,Balassagyarmat,5,2660,Szerb utca,https://www.mkmk.hu/kiallitasok/,,,,,no,,,,,Tu-Su 14:00-18:00,,,,,,,+36 35 300 622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4193523716,Horváth Endre Galéria,gallery,POINT (19.297854 48.0803853),,Balassagyarmat,50,2660,Rákóczi fejedelem útja,https://www.mkmk.hu/telephelyek/,,,,,,,,,,Mo-Fr 8:00-20:00; Sa 13:00-20:00,,,,,,,+36 35 300 622,,,,,,,,,,,,,,,,Mikszáth Kálmán Művelődési Központ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9520195022,Tornay Galéria,gallery,POINT (19.2923926 48.0776794),,Balassagyarmat,27,2660,Rákóczi fejedelem útja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,433446605,Csohány Kálmán Galéria,gallery,"POLYGON ((19.6946526 47.918213, 19.6948436 47.918218, 19.6948549 47.9180239, 19.6946638 47.9180189, 19.6946526 47.918213))",,Pásztó,4,3060,Múzeum tér,,,,,"[4321915851, 4321915852, 4321915853, 4321915854, 4321915851]",yes,,,,,Mo-Fr 08:00-16:00; Sa 09:00-15:00; PH closed,,,,yes,,,,,,,,,,,,,,,,,,,Pásztói Múzeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699735158,Jánossy Képtár,gallery,"POLYGON ((19.2904495 48.0764194, 19.2903533 48.0763863, 19.2903505 48.07639, 19.2903172 48.0763787, 19.290284 48.0763674, 19.2902869 48.0763636, 19.2901855 48.0763288, 19.2902848 48.0761997, 19.2903358 48.0762172, 19.2903505 48.0761981, 19.2904341 48.0762268, 19.2904204 48.0762445, 19.290582 48.0763, 19.2905422 48.0763517, 19.29051 48.0763407, 19.2904495 48.0764194))",turistautak.hu,Balassagyarmat,5,2660,Civitas Fortissima tér,http://janossykeptar.hu/,Q23469599,hu:Jánossy Képtár,,"[5961711520, 6919176087, 6919176090, 6415906939, 6919176089, 6919176088, 5961711519, 5961711522, 6919138084, 6919176086, 6919176085, 6919138083, 5961711521, 6919138082, 6919138081, 5961711520]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,Balassagyarmat Város Önkormányzata,,,,,,,,,,,,,,,,,,,,,Az egykor kaszinónak készült épület később könyvtárként majd képtárként nyert hasznosítást.,,,,,,,,,,,,,http://turistautak.hu/poi.php?id=12929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gray,,,,,,,,,,,,2011-07-10,,,,,,,
node,4823041322,Fehéren Feketén Galéria,gallery,POINT (19.1774927 47.4470396),,Budapest,26/b,1184,Teleki utca,,,,,,,,,,,"""on appointment""",,,,,,ffgalerie@freemail.hu,+36 30 735 7050,,,,,,,,https://www.facebook.com/397736967011330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4823041323,Pavilongaléria,gallery,POINT (19.1796823 47.4429615),,Budapest,,1183,Kossuth Lajos tér,http://muzeum18ker.hu/,,,,,,,,,,Tu-Sa 14:00-18:00,,,,,,muzeum@muzeum18ker.hu,+36 1 290 1585,,,,,,,,https://www.facebook.com/HelytortenetiGyujtemeny18,,,,,,,,Tomory Lajos Múzeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4834533957,Rákoshegyi Közösségi Ház,gallery,POINT (19.2449496 47.4673863),,Budapest,3,1174,Podmaniczky Zsuzsanna utca,http://www.vigyazomh.hu/rakoshegyi-kozossegi-haz,,,,,,,,,,,,,,,,rakoshegy.szervezes@vigyazomh.hu,+36 1 258 3394,,,,,,,,https://www.facebook.com/rakoshegyikozossegihaz,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6181201457,Havanna Kiállítóhely,gallery,POINT (19.1676441 47.4429172),,Budapest,9,1181,Havanna utca,http://muzeum18ker.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomory Lajos Múzeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9320628251,Levendula Galéria,gallery,POINT (19.3447238 47.5996207),,Gödöllő,21,2100,Remsey Jenő körút,,,,,,,,,,,Mo-Fr 10:00-18:00; Sa 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9973003095,Hatvani Galléria,gallery,POINT (19.6831682 47.6650731),,Hatvan,2,3000,Hatvanas utca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203142708,Erzsébetligeti Színház – Corvin Művelődési Ház,gallery,"POLYGON ((19.2045716 47.5096248, 19.2048738 47.5098259, 19.2038004 47.5105616, 19.2035853 47.5104185, 19.2039181 47.5101904, 19.2038683 47.5101572, 19.2039334 47.5101126, 19.2038934 47.510086, 19.2042845 47.5098179, 19.2042983 47.5098271, 19.2043555 47.5097879, 19.2043444 47.5097805, 19.2045716 47.5096248))",,Budapest,43/b,1165,Hunyadvár utca,http://kulturliget.hu/,,,,"[2131171780, 2131171727, 2131171700, 2131171786, 9353368076, 9353368075, 2131171689, 2131171724, 9353368080, 9353368078, 9353368077, 9353368079, 2131171780]",,,,,,09:00-21:00,,,,public,,info@kulturliget.hu,+36 1 401 3060,,,,,,,,https://www.facebook.com/kulturliget,,,,,,,,,,community_centre,,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erzsébetliget,,,,,,
way,314720170,Vigyázó Sándor Művelődési Ház,gallery,"POLYGON ((19.2465068 47.4809452, 19.2464367 47.4807798, 19.2462014 47.4808253, 19.2461736 47.4807597, 19.246054 47.4807828, 19.2460081 47.4806744, 19.2460753 47.4806614, 19.2460319 47.480559, 19.2456841 47.4806263, 19.245745 47.4807703, 19.2457902 47.4807616, 19.2458175 47.4808261, 19.2457634 47.4808366, 19.2458184 47.4809664, 19.2458574 47.4809589, 19.2459012 47.4810623, 19.2459573 47.4810515, 19.2459631 47.4810652, 19.2461582 47.4810274, 19.2461524 47.4810138, 19.2465068 47.4809452))",,Budapest,113,1173,Pesti út,http://www.vigyazomh.hu/vigyazo-sandor-muvelodesi-haz,Q106352033,hu:Vigyázó Sándor Művelődési Ház,,"[3523529920, 3207652448, 3523529915, 3523529911, 3523529913, 3523529909, 3523529908, 3207652447, 3207652446, 3207652445, 3523529912, 3523529916, 3523529918, 3523529922, 3523529921, 3523529926, 3523529925, 3523529928, 3523529924, 3523529923, 3523529920]",,,,,,,,,,yes,,info@vigyazomh.hu,+36 1 256 4626,,,,,,,,https://www.facebook.com/vigyazomh,,,,,,,,,,community_centre,+36 1 256 7403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagydózsa,,,,,
way,490113898,Pestszentimrei Közösségi Ház,gallery,"POLYGON ((19.1857864 47.4045732, 19.1858546 47.4046145, 19.1858837 47.4045926, 19.186022 47.4046765, 19.1859945 47.4046972, 19.1860456 47.4047282, 19.1864625 47.4044152, 19.1865908 47.4043189, 19.1864039 47.4042006, 19.1863356 47.4042519, 19.1862673 47.4042098, 19.1857864 47.4045732))",,Budapest,48,1188,Vasút utca,http://pikhaz.hu/,,,,"[4822950398, 4822950397, 4822950396, 4822950395, 4822950394, 4822950393, 5301430350, 4822950392, 5298206520, 5298207821, 4822950391, 4822950398]",,,,,,Mo-Fr 09:00-21:00; Sa 09:00-14:00,,,,yes,,pikhaz@pikhaz.hu,+36 1 294 5971,,,,,,,,https://www.facebook.com/pikhaz,,,,,,,,,,community_centre,,,,,,,,,,,,PIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2214961623,Képtár,gallery,POINT (20.3793814 47.9047314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,158194652,Ziffer Sándor Galéria,gallery,"POLYGON ((20.3802797 47.9022766, 20.3803521 47.9022371, 20.3804601 47.9023122, 20.3804885 47.9022952, 20.3806123 47.9022209, 20.380414 47.902062, 20.3803179 47.901985, 20.3801161 47.9021094, 20.3800812 47.9021454, 20.3801699 47.902204, 20.3801856 47.9022144, 20.3802797 47.9022766))",,Eger,17,3300,Kossuth Lajos utca,,,,,"[1704253006, 1704253106, 1704252973, 1704253047, 1704253132, 7785666259, 1704252685, 1704252801, 1704252989, 1704252653, 7785666252, 1704253006]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,208021700,Templom galéria,gallery,"POLYGON ((20.3718011 47.8977762, 20.3718119 47.8975927, 20.3717046 47.8975855, 20.3716992 47.8976197, 20.3716134 47.8976215, 20.371608 47.8976089, 20.3715839 47.8975909, 20.3715571 47.8975819, 20.3715222 47.8975801, 20.3714954 47.8975819, 20.3714632 47.8975981, 20.3714498 47.8976161, 20.3713747 47.8976197, 20.3712808 47.8976161, 20.3712485 47.8976249, 20.3712325 47.8976431, 20.3712324 47.8976609, 20.3711976 47.8976593, 20.3711976 47.8976903, 20.3711976 47.897724, 20.3712191 47.897724, 20.3712297 47.8977454, 20.3712565 47.8977598, 20.3713021 47.897767, 20.3713762 47.89777, 20.3714417 47.8977726, 20.371455 47.8977958, 20.3714738 47.8978065, 20.3715141 47.8978121, 20.3715436 47.8978121, 20.3715624 47.8978067, 20.3715919 47.8977977, 20.3715973 47.8977869, 20.371608 47.897778, 20.3717019 47.8977798, 20.3717073 47.8978085, 20.3717752 47.8978072, 20.3718038 47.8978067, 20.3718011 47.8977762))",,,,,,,,,,"[2183235854, 2183235773, 2183235902, 2183236193, 2183235851, 2183235721, 2299522341, 2299522342, 2299522343, 2183236127, 2299522344, 2299522345, 2299522346, 2299522347, 2299522348, 2299522349, 2299522350, 2299522351, 2299522352, 2299522353, 2299522354, 2299522355, 2299522356, 2299522357, 2299522358, 2299522359, 2299522360, 2299522361, 2299522362, 2299522363, 2299522364, 2299522365, 2183235829, 2299522366, 2299522367, 2299522368, 2299522369, 2183236004, 2183235854]",,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rossztemplom Galéria,,,,,
way,168566708,Galéria,gallery,"POLYGON ((20.1921327 47.171911, 20.1927716 47.1719327, 20.1928009 47.1719327, 20.1928249 47.1719137, 20.1928316 47.1718901, 20.1927662 47.1715655, 20.1921327 47.171911))",,,,,,,,,,"[1798110138, 1798110142, 1798110143, 1798110140, 1798110128, 1798109961, 1798110138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resurvey,,,,
way,168566984,Galéria,gallery,"POLYGON ((20.1923502 47.1718415, 20.1926972 47.1718106, 20.1926992 47.1718161, 20.1927199 47.1718242, 20.1927389 47.1718224, 20.1927512 47.17181, 20.1927492 47.1717986, 20.1927216 47.1717898, 20.1927169 47.171772, 20.1927254 47.1717731, 20.1927289 47.1717701, 20.1927247 47.1717646, 20.1927512 47.171746, 20.1927577 47.1717491, 20.1927669 47.1717473, 20.1927724 47.1717415, 20.1927694 47.1717378, 20.1927612 47.1717351, 20.1927551 47.1717114, 20.1927629 47.1717111, 20.192769 47.1717068, 20.1927648 47.1716999, 20.1927582 47.1716997, 20.1927504 47.1717032, 20.1927134 47.1716875, 20.1927127 47.1716803, 20.1927073 47.1716789, 20.1926997 47.1716809, 20.1926933 47.1716646, 20.1927018 47.1716633, 20.1927196 47.1716455, 20.1927184 47.1716349, 20.1927042 47.1716239, 20.1926762 47.1716247, 20.1926628 47.171633, 20.1926639 47.1716388, 20.1923236 47.1716691, 20.1923316 47.1717034, 20.192317 47.171702, 20.1923099 47.1717054, 20.1923089 47.171712, 20.1923176 47.171717, 20.1923263 47.1717176, 20.1923357 47.1717964, 20.1923247 47.1718036, 20.1923347 47.1718102, 20.19235 47.1718054, 20.1923547 47.1718329, 20.192348 47.1718351, 20.1923502 47.1718415))",,,,,,,,,,"[1798112345, 1798112339, 1798112340, 1798112342, 1798112341, 1798112337, 1798112334, 1798112332, 1798112330, 1798112331, 1798112329, 1798112328, 1798112325, 1798112327, 1798112326, 1798112324, 1798112323, 1798112322, 1798112318, 1798112317, 1798112316, 1798112311, 1798112310, 1798112313, 1798112309, 1798112307, 1798112306, 1798112308, 1798112304, 1798112303, 1798112302, 1798112300, 1798112297, 1798112298, 1798112299, 1798112301, 1798112305, 1798112314, 1798112312, 1798112315, 1798112319, 1798112320, 1798112321, 1798112333, 1798112335, 1798112338, 1798112336, 1798112343, 1798112344, 1798112345]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resurvey,,,,
node,3437116455,Kass Galéria,gallery,POINT (20.1499116 46.2528446),,,,,,,,,,,,,,,,closed,1985,,,,,,,,+36 62 420 303,,,,,,,,,,,,,,Móra Ferenc Múzeum,,,,,,,,,,,,,,,,,,,,http://moramuzeum.hu/latogatoi-informaciok/kiallitohelyeink/kass-galeria/,,,,,,,,info@mfm.u-szeged.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7526904902,Károlyi Műterem és Galéria,gallery,POINT (20.1467615 46.2539772),,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330992242,Holló László Galéria,gallery,"POLYGON ((20.4368853 48.2927602, 20.436886 48.2928592, 20.4367273 48.2928597, 20.4367266 48.2927607, 20.4368853 48.2927602))",,,,,,,,,,"[3380398083, 3380398095, 3380398096, 3380398084, 3380398083]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3437149585,Lézerpont Stúdió Kft. (Látványtár és műhely),gallery,POINT (20.7535912 48.1035256),,Miskolc,47,3531,Győri kapu,https://lezerpont-studio-kft.business.site/,,,,,,,,,,Mo-Fr 09:00-16:00,,,,,,,+36 46 428 033,,,,,,,,,,"Lézerpont Stúdió Kft. (museum, workshop, gallery, shop, copy center)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://turistautak.hu/poi.php?id=66743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-04,,,,,,,
way,118324628,Miskolci Galéria,gallery,"POLYGON ((20.7812807 48.1025917, 20.7812565 48.1024896, 20.7814979 48.1024592, 20.7816025 48.1024914, 20.781602 48.1025722, 20.7812807 48.1025917))",,,,,,,,,,"[1330861222, 1330861276, 1330861230, 1330861184, 1330861125, 1330861222]",yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1057097346,Takács István Gyűjtemény,gallery,"POLYGON ((20.5737566 47.8111812, 20.5736048 47.8110597, 20.5736982 47.8109484, 20.5737858 47.8110048, 20.5738593 47.8109687, 20.5739784 47.8109593, 20.5740695 47.8110299, 20.5737566 47.8111812))",,Mezőkövesd,23,3400,Szent László tér,http://www.takacsistvangyujtemeny.hu/,,,,"[9713300042, 9713300043, 9713300044, 9713300045, 9713300038, 9713300039, 9713300040, 9713300042]",,,,,,Tu-Sa 09:00-16:00,,,,yes,,,,,,,,,,,,,,,,,,,Takács István Kulturális Alapítvány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5607790101,Sebők Margit Galéria,gallery,POINT (20.8410335 47.3850331),,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,
node,5844060995,Csontkép kiállítás (Tóth Sándor Alex),gallery,POINT (21.5291529 48.4510441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5846364922,Urbán György műveinek galériája,gallery,POINT (21.5709701 48.322447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Megnézhető a Nagykönyvtár segítségével. Rákóczi út 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051207964,Népművészeti Alkotóház,gallery,"POLYGON ((21.425504 47.8390107, 21.4257391 47.8389499, 21.4257751 47.8390126, 21.4256514 47.8390446, 21.4256601 47.8390598, 21.4256064 47.8390737, 21.4255977 47.8390587, 21.4255401 47.8390736, 21.425504 47.8390107))",,,,,,,,,,"[9660103335, 9660103336, 9660103337, 9660103338, 9660103339, 9660103340, 9660103341, 9660103342, 9660103335]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3184486661,Medgyessy galéria,gallery,POINT (21.6250366 47.5283981),,Debrecen,,,Révész tér,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6203641258,Kohán Képtár,gallery,POINT (21.2721978 46.649149),,Gyula,35,5700,Béke sugárút,,,,,,,,,,,"Tu,Th,Sa 13:30-18:00; We,Fr,Su 10:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kohan_Keptar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resurvey place,,,,
node,9226024012,,gallery,POINT (22.5131976 47.9899324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10665739690,Varációk irtókapára,gallery,POINT (17.7421028 46.4579417),,Várda,8,7442,Akác utca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tóth György,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
node,3489640903,Marton Galéria,gallery,POINT (17.440579 46.881925),turistautak.hu,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://turistautak.hu/poi.php?id=118342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-26,,,,,,,
node,8898041972,,gallery,POINT (17.6594146 46.7753702),,,,,,,,,,,yes,,,,,Mo-Su 14:00–20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400/200 HUF,
way,289247687,KOGART Kiállítások Tihany,gallery,"POLYGON ((17.886811 46.9147895, 17.886924 46.9147079, 17.8869892 46.9147501, 17.8869415 46.9147845, 17.8870685 46.9148666, 17.8872088 46.9147655, 17.8872837 46.9148139, 17.8870781 46.9149623, 17.886811 46.9147895))",,Tihany,10,8237,Kossuth Lajos utca,http://www.kogarttihany.hu,,,,"[2927929002, 2927929003, 5726838772, 5726838771, 5726838770, 5726838769, 2927929004, 2927929005, 2927929002]",,,,,,,,,,yes,,,+36 87 538 042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2216970633,Vaszary Galéria,gallery,POINT (17.8918194 46.9542873),,Balatonfüred,2-4,8230,Honvéd utca,https://kultura.balatonfured.hu/vaszary-galeria-a-galeria/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balatonfüred Kulturális Nonprofit Kft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,position,,,,
node,2231916537,Óváros Art Galéria,gallery,POINT (17.9066779 47.0939375),,,,,,http://ovarosgaleria.inweb.hu/,,,,,,,,,,,,,,,,info@ovarosgaleria.hu,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3540650467,Mestermű galéria,gallery,POINT (17.910334 47.0932611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
